datetime,hr,rri
2019-04-02 20:07:20.815,103, 553
2019-04-02 20:07:21.811,105, 555
2019-04-02 20:07:22.792,105, 583
2019-04-02 20:07:23.787,104, 609
2019-04-02 20:07:24.775,102, 606
2019-04-02 20:07:25.765,101, 607
2019-04-02 20:07:27.247,101, 615
2019-04-02 20:07:28.242,99, 610
2019-04-02 20:07:29.228,100, 583
2019-04-02 20:07:30.217,102, 557
2019-04-02 20:07:31.219,103, 556
2019-04-02 20:07:32.199,105, 563
2019-04-02 20:07:33.189,105, 571
2019-04-02 20:07:34.177,105, 584
2019-04-02 20:07:36.159,104, 593
2019-04-02 20:07:36.170,104, 566
2019-04-02 20:07:37.150,105, 553
2019-04-02 20:07:38.143,106, 551
2019-04-02 20:07:39.132,106, 585
2019-04-02 20:07:40.130,105, 594
2019-04-02 20:07:41.115,104, 570
2019-04-02 20:07:42.098,106, 541
2019-04-02 20:07:43.100,108, 545
2019-04-02 20:07:44.078,109, 532
2019-04-02 20:07:45.070,110, 535
2019-04-02 20:07:46.058,111, 528
2019-04-02 20:07:47.056,112, 529
2019-04-02 20:07:48.042,112, 547
2019-04-02 20:07:49.027,111, 535
2019-04-02 20:07:50.021,111, 541
2019-04-02 20:07:51.010,111, 558
2019-04-02 20:07:51.997,110, 552
2019-04-02 20:07:52.990,110, 552
2019-04-02 20:07:53.981,110, 530
2019-04-02 20:07:54.966,112, 515
2019-04-02 20:07:55.962,113, 526
2019-04-02 20:07:56.949,113, 541
2019-04-02 20:07:57.937,112, 567
2019-04-02 20:07:58.936,110, 585
2019-04-02 20:07:59.918,108, 606
2019-04-02 20:08:00.909,105, 608
2019-04-02 20:08:01.909,102, 633
2019-04-02 20:08:02.894,100, 644
2019-04-02 20:08:03.879,98, 613
2019-04-02 20:08:04.871,99, 606
2019-04-02 20:08:05.861,99, 601
2019-04-02 20:08:06.847,100, 583
2019-04-02 20:08:07.844,101, 583
2019-04-02 20:08:08.826,102, 579
2019-04-02 20:08:09.829,102, 553
2019-04-02 20:08:10.815,104, 571
2019-04-02 20:08:11.808,104, 617
2019-04-02 20:08:12.790,101, 626
2019-04-02 20:08:13.778,100, 625
2019-04-02 20:08:14.768,99, 627
2019-04-02 20:08:15.770,98, 594
2019-04-02 20:08:16.756,98, 623
